mode,name,set,accuracy,precision,recall,f1-score,support,report
Label,Inspired_CNN_LSTM,3,0.979161928596923,0.9818471013699692,0.9766761003274547,0.9788172663394812,3073509,"{'Normal': {'precision': 0.963746923755605, 'recall': 0.9999594314523834, 'f1-score': 0.9815192820319267, 'support': 1700825}, 'Attack': {'precision': 0.9999472789843334, 'recall': 0.9533927692025258, 'f1-score': 0.9761152506470355, 'support': 1372684}, 'accuracy': 0.979161928596923, 'macro avg': {'precision': 0.9818471013699692, 'recall': 0.9766761003274547, 'f1-score': 0.9788172663394812, 'support': 3073509}, 'weighted avg': {'precision': 0.9799146487945725, 'recall': 0.979161928596923, 'f1-score': 0.9791057451210089, 'support': 3073509}}"
Label,Dataset_Authors,3,0.7702743021087624,0.8533183759836425,0.7428168960862102,0.7409435210147126,3073509,"{'Normal': {'precision': 0.70665025254781, 'recall': 0.9999947084503109, 'f1-score': 0.8281119148057695, 'support': 1700825}, 'Attack': {'precision': 0.999986499419475, 'recall': 0.4856390837221094, 'f1-score': 0.6537751272236556, 'support': 1372684}, 'accuracy': 0.7702743021087624, 'macro avg': {'precision': 0.8533183759836425, 'recall': 0.7428168960862102, 'f1-score': 0.7409435210147126, 'support': 3073509}, 'weighted avg': {'precision': 0.8376594582149431, 'recall': 0.7702743021087624, 'f1-score': 0.750249992512597, 'support': 3073509}}"
Label,Proposed_Hybrid_CNN_LSTM,4,0.9792012972794288,0.9818765732331405,0.9767222828118023,0.9788576089994341,3073509,"{'Normal': {'precision': 0.9638287792028798, 'recall': 0.9999417929534197, 'f1-score': 0.9815532336020006, 'support': 1700825}, 'Attack': {'precision': 0.9999243672634013, 'recall': 0.9535027726701848, 'f1-score': 0.9761619843968674, 'support': 1372684}, 'accuracy': 0.9792012972794288, 'macro avg': {'precision': 0.9818765732331405, 'recall': 0.9767222828118023, 'f1-score': 0.9788576089994341, 'support': 3073509}, 'weighted avg': {'precision': 0.9799497133538028, 'recall': 0.9792012972794288, 'f1-score': 0.9791454054408014, 'support': 3073509}}"
Label,Inspired_CNN_LSTM,4,0.9791850292288066,0.981867801490347,0.9767011890458392,0.9788408365333128,3073509,"{'Normal': {'precision': 0.9637799175376441, 'recall': 0.9999658989020035, 'f1-score': 0.9815395083377362, 'support': 1700825}, 'Attack': {'precision': 0.99995568544305, 'recall': 0.9534364791896751, 'f1-score': 0.9761421647288895, 'support': 1372684}, 'accuracy': 0.9791850292288066, 'macro avg': {'precision': 0.981867801490347, 'recall': 0.9767011890458392, 'f1-score': 0.9788408365333128, 'support': 3073509}, 'weighted avg': {'precision': 0.9799366614389843, 'recall': 0.9791850292288066, 'f1-score': 0.979128958307017, 'support': 3073509}}"
Label,Dataset_Authors,4,0.8474346422932225,0.8919424222633372,0.8291992887403399,0.8364346206652639,3073509,"{'Normal': {'precision': 0.7838859509967582, 'recall': 0.9999994120500345, 'f1-score': 0.8788518660999612, 'support': 1700825}, 'Attack': {'precision': 0.9999988935299162, 'recall': 0.6583991654306454, 'f1-score': 0.7940173752305665, 'support': 1372684}, 'accuracy': 0.8474346422932225, 'macro avg': {'precision': 0.8919424222633372, 'recall': 0.8291992887403399, 'f1-score': 0.8364346206652639, 'support': 3073509}, 'weighted avg': {'precision': 0.8804058500464066, 'recall': 0.8474346422932225, 'f1-score': 0.8409632676723774, 'support': 3073509}}"
Label,Proposed_Hybrid_CNN_LSTM,5,0.9792182160520759,0.9818954202160058,0.9767384830847365,0.9788747610222212,3073509,"{'Normal': {'precision': 0.963836679364698, 'recall': 0.9999647230020725, 'f1-score': 0.9815683774729809, 'support': 1700825}, 'Attack': {'precision': 0.9999541610673137, 'recall': 0.9535122431674005, 'f1-score': 0.9761811445714614, 'support': 1372684}, 'accuracy': 0.9792182160520759, 'macro avg': {'precision': 0.9818954202160058, 'recall': 0.9767384830847365, 'f1-score': 0.9788747610222212, 'support': 3073509}, 'weighted avg': {'precision': 0.9799673916071132, 'recall': 0.9792182160520759, 'f1-score': 0.9791623430646907, 'support': 3073509}}"
Label,Inspired_CNN_LSTM,5,0.9792240725503,0.9819002174227693,0.9767451098577191,0.9788807499334968,3073509,"{'Normal': {'precision': 0.9638470370483713, 'recall': 0.999964135052107, 'f1-score': 0.9815734653283633, 'support': 1700825}, 'Attack': {'precision': 0.9999533977971673, 'recall': 0.9535260846633311, 'f1-score': 0.9761880345386303, 'support': 1372684}, 'accuracy': 0.9792240725503, 'macro avg': {'precision': 0.9819002174227693, 'recall': 0.9767451098577191, 'f1-score': 0.9788807499334968, 'support': 3073509}, 'weighted avg': {'precision': 0.9799727824742347, 'recall': 0.9792240725503, 'f1-score': 0.9791682357753756, 'support': 3073509}}"
Label,Dataset_Authors,5,0.7702677948885134,0.8533187607888826,0.742809259713801,0.7409342639362071,3073509,"{'Normal': {'precision': 0.7066435221058116, 'recall': 0.9999976482001381, 'f1-score': 0.8281083012839708, 'support': 1700825}, 'Attack': {'precision': 0.9999939994719536, 'recall': 0.48562087122746384, 'f1-score': 0.6537602265884433, 'support': 1372684}, 'accuracy': 0.7702677948885134, 'macro avg': {'precision': 0.8533187607888826, 'recall': 0.742809259713801, 'f1-score': 0.7409342639362071, 'support': 3073509}, 'weighted avg': {'precision': 0.837659083365878, 'recall': 0.7702677948885134, 'f1-score': 0.7502413379644051, 'support': 3073509}}"
Label,Proposed_Hybrid_CNN_LSTM,6,0.9792195174961258,0.9818957981881535,0.9767403617337693,0.9788761124807024,3073509,"{'Normal': {'precision': 0.9638420185859153, 'recall': 0.9999611953022798, 'f1-score': 0.981569446644776, 'support': 1700825}, 'Attack': {'precision': 0.9999495777903918, 'recall': 0.9535195281652588, 'f1-score': 0.9761827783166289, 'support': 1372684}, 'accuracy': 0.9792195174961258, 'macro avg': {'precision': 0.9818957981881535, 'recall': 0.9767403617337693, 'f1-score': 0.9788761124807024, 'support': 3073509}, 'weighted avg': {'precision': 0.9799682992634853, 'recall': 0.9792195174961258, 'f1-score': 0.9791636643850351, 'support': 3073509}}"
Label,Inspired_CNN_LSTM,6,0.979205852333603,0.9818869479356616,0.976723517190243,0.978862068162321,3073509,"{'Normal': {'precision': 0.9638075128864226, 'recall': 0.9999741302015198, 'f1-score': 0.9815577844640543, 'support': 1700825}, 'Attack': {'precision': 0.9999663829849006, 'recall': 0.9534729041789661, 'f1-score': 0.9761663518605878, 'support': 1372684}, 'accuracy': 0.979205852333603, 'macro avg': {'precision': 0.9818869479356616, 'recall': 0.976723517190243, 'f1-score': 0.978862068162321, 'support': 3073509}, 'weighted avg': {'precision': 0.9799567099254616, 'recall': 0.979205852333603, 'f1-score': 0.9791498743938848, 'support': 3073509}}"
Label,Dataset_Authors,6,0.7701858039133772,0.8530759911969684,0.7427392539629438,0.7408653466113444,3073509,"{'Normal': {'precision': 0.7066227639512942, 'recall': 0.9998153837108462, 'f1-score': 0.8280315472866012, 'support': 1700825}, 'Attack': {'precision': 0.9995292184426426, 'recall': 0.4856631242150415, 'f1-score': 0.6536991459360875, 'support': 1372684}, 'accuracy': 0.7701858039133772, 'macro avg': {'precision': 0.8530759911969684, 'recall': 0.7427392539629438, 'f1-score': 0.7408653466113444, 'support': 3073509}, 'weighted avg': {'precision': 0.8374400166670019, 'recall': 0.7701858039133772, 'f1-score': 0.7501715839627819, 'support': 3073509}}"
Label,Proposed_Hybrid_CNN_LSTM,7,0.9792266754383996,0.9819027597110084,0.9767478130321319,0.9788833993962475,3073509,"{'Normal': {'precision': 0.9638498296455312, 'recall': 0.9999658989020035, 'f1-score': 0.9815757632421949, 'support': 1700825}, 'Attack': {'precision': 0.9999556897764855, 'recall': 0.9535297271622603, 'f1-score': 0.9761910355503001, 'support': 1372684}, 'accuracy': 0.9792266754383996, 'macro avg': {'precision': 0.9819027597110084, 'recall': 0.9767478130321319, 'f1-score': 0.9788833993962475, 'support': 3073509}, 'weighted avg': {'precision': 0.9799753514865277, 'recall': 0.9792266754383996, 'f1-score': 0.9791708477052561, 'support': 3073509}}"
Label,Inspired_CNN_LSTM,7,0.9792247232723249,0.9819005255293125,0.9767459789073253,0.9788814220952814,3073509,"{'Normal': {'precision': 0.963849180981915, 'recall': 0.9999629591521761, 'f1-score': 0.9815740105621986, 'support': 1700825}, 'Attack': {'precision': 0.9999518700767099, 'recall': 0.9535289986624744, 'f1-score': 0.9761888336283642, 'support': 1372684}, 'accuracy': 0.9792247232723249, 'macro avg': {'precision': 0.9819005255293125, 'recall': 0.9767459789073253, 'f1-score': 0.9788814220952814, 'support': 3073509}, 'weighted avg': {'precision': 0.9799732865815406, 'recall': 0.9792247232723249, 'f1-score': 0.9791688943857881, 'support': 3073509}}"
Label,Dataset_Authors,7,0.5710970750370342,0.7816810320556518,0.5198323139192997,0.3985042747782906,3073509,"{'Normal': {'precision': 0.5633620641113034, 'recall': 1.0, 'f1-score': 0.7207058135078233, 'support': 1700825}, 'Attack': {'precision': 1.0, 'recall': 0.03966462783859941, 'f1-score': 0.07630273604875795, 'support': 1372684}, 'accuracy': 0.5710970750370342, 'macro avg': {'precision': 0.7816810320556518, 'recall': 0.5198323139192997, 'f1-score': 0.3985042747782906, 'support': 3073509}, 'weighted avg': {'precision': 0.758372362889488, 'recall': 0.5710970750370342, 'f1-score': 0.43290389264836926, 'support': 3073509}}"
